Event Name,Description,Audience,Cycle,Email,Website,Date,Duration,Venue,City,Country
FOR PASIV 2024,"Trade Fair of Low-energy, Passive and Zero-Energy Buildings",Public,once a year,gr@abf.cz,http://forpasiv.cz/en,2024-02-15,3,PVA Letnany - Prague Exhibition Centre Letnany,Prague,Czech Republic
BAUMESSE GÖTTINGEN 2024,"Home, Construction, Renovation & Energy Savings Expo. All owners and those who wish to become one can find out about construction",Public,once a year,info@baumesse.com,http://www.baumesse.de/goettingen,2024-02-16,3,Lokhalle Göttingen,Gottingen,Germany
SALON STUDYRAMA DE LA POURSUITE D’ETUDES ET MASTERS DE NANTES 2024,Higher Education Fair,Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/?ville=nantes,2024-02-17,1,Onyx - La Carrière,Nantes,France
CARNAVAL DE NICE 2024,"Nice Carnival, the premier international Carnival in France, is the most important winter event on the Côte d’Azur. Two weeks of festivities bring the city of Nice to life. The “Carnival Parades” (“Corsi”) day and night, and the elegant “Flower Parades”",Public,once a year,info.carnaval@ville-nice.fr,http://www.nicecarnaval.com/en,2024-02-17,16,Nice,Nice,France
SALON STUDYRAMA DE LA POURSUITE D’ETUDES ET MASTERS DE RENNES 2024,Higher Education Fair,Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/salon-studyrama-de-la-poursuite-d-etudes-et-masters-de-113,2024-02-17,1,Couvent des Jacobins,Rennes,France
ACCESS MBA - MUNICH 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,coutat@advent-communication.net,http://www.accessmba.com/tour,2024-02-17,1,Hilton Munchen City,Munich,Germany
HANSE GOLF 2024,International Exhibition for Golf and Golf Tourism,Public,once a year,info@hansegolf.com,http://www.hansegolf.com/,2024-02-16,3,Hamburg Messe und Congress,Hamburg,Germany
ARTE GENOVA 2024,Modern Art Fair,Public,once a year,iere@intermediapubblicita.com,http://www.artegenova.com/,2024-02-16,3,Fiera di Genova,Genoa,Italy
IDEAL HOMEX 2024,Turkish Homewares and Giftwares Industries Fair,Public,once a year,sales@tuyap.com.tr,http://www.idealhomefuari.com/en,2024-02-15,4,Tüyap Fair Convention and Congress Center,Istanbul,Turkey
FOR WOOD 2024,Trade Fair of Wooden Buildings and Utilisation of Wood for Construction,Public,once a year,gr@abf.cz,http://www.for-wood.cz/,2024-02-15,3,PVA Letnany - Prague Exhibition Centre Letnany,Prague,Czech Republic
SALON STUDYRAMA DES ETUDES SUPÉRIEURES DE LILLE 2024,Student and Training Fair in Lille,Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/salon-studyrama-des-etudes-superieures-de-lille-207,2024-02-17,1,La Cité des Echanges,Lille,France
HAUS | BAU | ENERGIE - HERRENBERG 2024,"The fair is tailor-made for demanding and quality-loving homeowners or those who want to become one. With us you will find sensual design, high-quality materials, modern shapes and fresh colors as well as warming heating or cooling insulation",Public,once a year,ute.schoenfeld@messe-sindelfingen.de,http://www.hbe-messe.de/,2024-02-17,2,Stadthalle Herrenberg,Herrenberg,Germany
SALON DES VINS ET DE LA GASTRONOMIE - LE HAVRE 2024,"The fairs « Vins & Gastronomie » offer artisans the opportunity to showcase their know-how and share their passion for good products with the public. Hundreds of producers, winegrowers, distributors and artisans in the catering trade",Public,once a year,salondesvinsetdelagastronomie@gl-events.fr,http://www.salons-vins-gastronomie.fr/fr/nos-evenements-salon,2024-02-16,4,Carré des Docks,Le Havre,France
BABY DAYS - BRUXELLES 2024,"Fair for parents-to-be and their babies. All new products. Conferences and events where professionals will advise you on food, care and health, breastfeeding, help during pregnancy, childbirth, nurseries...",Public,once a year,info@babydays.be,http://www.babydays.be/fr/salons/bruxelles.php,2024-02-17,2,Tour & Taxis,Brussels,Belgium
HUNTING EXPO 2024,Polish International Hunting Trade Fair,Public,once a year,info@warsawexpo.eu,http://huntingexpo.pl/en,2024-02-16,3,Ptak Warsaw Expo,Warsaw,Poland
SALON MAISON DE LISIEUX 2024,"Home Show in Lisieux. Salon Maison de Lisieux brings together specialists in construction, renovation, home equipment and interior and exterior decoration",Public,once a year,saintes@salon-maison.fr,http://www.salonhabitat.net/lisieux,2024-02-16,3,Parc des Expositions de Lisieux,Lisieux,France
SALON DE LA POURSUITE D'ÉTUDES ET DES MASTERS DE LILLE 2024,Student Fair. Meet the speakers from the best schools in the Lille region to make your orientation a success,Public,once a year,info@letudiant.fr,http://www.studyrama.com/salons/salon-studyrama-de-la-poursuite-d-etudes-et-masters-de-31,2024-02-17,1,La Cité des Echanges,Lille,France
MCN LONDON MOTORCYCLE SHOW 2024,London Motorcycle Show,Public,once a year,joe.sheehan@bauermedia.co.uk,http://www.londonmotorcycleshow.co.uk/,2024-02-16,3,ExCeL,London,UK - United Kingdom
INHORGENTA MUNICH 2024,"International Trade Fair for Watches, Clocks, Jewelry, Precious Stones, Pearls, Silverware and their Manufacturing Equipment",Public,once a year,info@inhorgenta.de,http://www.inhorgenta.de/,2024-02-16,4,Fairground Messe München,Munich,Germany
SALON STUDYRAMA DES ETUDES SUPÉRIEURES ET DE L’ALTERNANCE DE RENNES 2024,Student Fair and part-time training expo in Rennes,Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/salon-studyrama-des-etudes-superieures-et-de-l-114,2024-02-17,1,Couvent des Jacobins,Rennes,France
BRITISH SHOOTING SHOW 2024,"Guns & Knives show. BRITISH SHOOTING SHOW presents shotguns, automatic firearms, combat knife & swords, airguns, fishing gears, antique & Classic guns, cartridges, rifle spoke, gun cases & safes, gundogs, gamekeeping, sights and hi-tech optics",Public,once a year,info@shootingshow.co.uk,http://www.shootingshow.co.uk/,2024-02-16,3,National Exhibition Centre,Birmingham,UK - United Kingdom
SALON STUDYRAMA DE LA POURSUITE D’ÉTUDES ET MASTERS DE LILLE 2024,Higher Education Fair,Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/salon-studyrama-de-la-poursuite-d-etudes-apres-un-bac-79508,2024-02-17,1,La Cité des Echanges,Lille,France
"SALON DE L'APPRENTISSAGE, DE L'ALTERNANCE ET DES MÉTIERS DE RENNES 2024","Exhibition of apprenticeship, work-study and trades",Public,once a year,info@letudiant.fr,http://salon-apprentissage-alternance-et-metiers-rennes.salon.letudiant.fr/,2024-02-17,1,Parc-Expo de Rennes-Aéroport,Rennes,France
INTERSICOP 2024,"Bakery, Pastry and Related Industries Show",Public,every 2 years,intersicop-madrid@ifema.es,http://www.ifema.es/en/intersicop,2024-02-17,4,Ifema - Parque Ferial Juan Carlos I,Madrid,Spain
CASA SU MISURA 2024,Padova Ideal Home Exhibition,Public,once a year,info@padovafiere.it,http://www.casasumisura.com/,2024-02-17,9,PadovaFiere,Padua,Italy
HOST ISTANBUL 2024,"International Housewares Sourcing Fair. Glass, Porcelain, Ceramics, Metal Kitchenware, Plastic Homewares, Garden Accessories, Decorative Home and Kitchenware, Electrical Home Appliances",Public,once a year,hostistanbul@tarsusturkey.com,http://en.hostistanbulfair.com/,2024-02-15,4,Tüyap Fair Convention and Congress Center,Istanbul,Turkey
SALON STUDYRAMA SUP’ALTERNANCE DE LILLE 2024,Apprenticeship & part-time training expo in Lille,Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/salon-studyrama-grandes-ecoles-de-lille-23,2024-02-17,1,CCI Grand Lille,Lille,France
EROTS 2024,Erotic Show and Exhibition,Public,once a year,erots@bt1.lv,http://www.erots.lv/eng,2024-02-16,2,Riga International Exhibition Centre,Riga,Latvia
THE FLOWER AND PLANT SHOW 2024,Trade Show dedicated to Ornamental Horticulture and Landscaping sector,Public,once a year,flowershow@tarsusturkey.com,http://en.flowershow.com.tr/,2024-02-15,3,Tüyap Fair Convention and Congress Center,Istanbul,Turkey
PFERD BODENSEE 2024,"International Trade Fair for Equestrian Sport, Horse Breeding and Horse Owning",Public,every 2 years,info@messe-fn.de,http://www.pferdbodensee.de/,2024-02-16,3,Messegelände Friedrichshafen,Friedrichshafen,Germany
TOURISM. LEISURE. HOTELS. 2024,"Tourism and Traveling. Sports and Tourism, Fishing and Hunting Equipment. Hotel and Restaurant Service. Entertainment Industry",Public,once a year,info@moldexpo.md,http://www.tourism.moldexpo.md/,2024-02-15,4,I.E.C. Moldexpo,Chisinau,Moldova
SALON DU MARIAGE DE HYERES 2024,Wedding Fair of Hyères,Public,once a year,veronique.valton@cityevents.fr,http://www.salonsmariage.com/index,2024-02-17,2,"Forum du Casino, Hyères",Hyères,France
OLDTIMER- UND TEILEMARKT - RIESA 2024,Vintage Cars & Spare Parts Show. An anticipated meeting for automobile collectors and mechanics,Public,once a year,info@projektzentrum.com,http://www.oldtimer-teilemaerkte.de/,2024-02-17,1,Nachtflohmarkt Riesa Erdgasarena,Riesa,Germany
STRECHY PRAHA / ROOFS PRAGUE 2024,Specialized Exhibition for Roof Building and Renovation,Public,once a year,strechy@strechy-praha.cz,http://www.strechy-praha.cz/english,2024-02-15,3,PVA Letnany - Prague Exhibition Centre Letnany,Prague,Czech Republic
BEER ATTRACTION 2024,"Beer Attraction is an international event dedicated to specialty and craft beers, technologies and ingredients",Public,once a year,info@iegexpo.it,http://www.iegexpo.it/it/calendario-manifestazioni,2024-02-18,4,Rimini Fiera,Rimini,Italy
CLEANNESS AND HYGIENE 2024,"Cleaning of Public Establishments, Equipment for Outdoor Cleaning, Sanitary and Hygiene Products, Household Cleaning",Public,once a year,event@minskexpo.com,http://www.minskexpo.com/english,2024-02-20,3,Minsk-Arena,Minsk,Belarus
CPM KIDS 2024,International Trade Fair for Kidswea and Young Fashion,Public,twice a year,igedo-company@igedo.com,http://www.cpm-moscow.com/,2024-02-19,4,Expocentr' Krasnaya Presnya Fairgrounds,Moscow,Russia
CONVENTA 2024,"South East European Exhibition for Meetings, Events & Incentive Travel",Public,once a year,info@slovenia-convention.com,http://www.conventa.si/,2024-02-21,2,Ljubljanski sejem - Ljubljana Exhibition and Convention Centre,Ljubljana,Slovenia
PACKAGING INNOVATIONS BIRMINGHAM +EMPACK 2024,"Packaging Innovation Expo. Packaging Innovations London is the opportunity to source a wide range of services & solutions including; marketing, design, branding & materials, a very useful insight for brand building and drawing inspiration from packaging",Public,once a year,uk@easyfairs.com,http://www.packagingbirmingham.com/the-events/packaging-innovations,2024-02-21,2,National Exhibition Centre,Birmingham,UK - United Kingdom
MIPEL THEBAGSHOW '2024,International Leather Goods Trade Show. MIPEL TheBagShow is one of the most important international event dedicated to leather goods and fashion accessories,Public,twice a year,segreteria@mipel.com,http://mipel.com/en,2024-02-18,4,"Fiera Milano, Rho",Milan,Italy
HIP-HOSPITALITY INNOVATION PLANET 2024,"Professional Exhibition for the HORECA sector (Hotels, Restaurants and Catering)",Public,once a year,lineaifema@ifema.es,http://www.expohip.com/en,2024-02-19,3,Ifema - Parque Ferial Juan Carlos I,Madrid,Spain
KIDS' TIME 2024,Clothes and Accessories for Mother and Child,Public,once a year,matla.a@targikielce.pl,http://www.targikielce.pl/en/kids-time,2024-02-21,3,Kielce Fairground,Kielce,Poland
LINEAPELLE 2024,"International Exhibition of Leathers, Accessories, Components, Synthetic Products and Models for Footwear, Leather Goods, Leatherwear and Furnishing",Public,twice a year,milano@lineapelle-fair.it,http://www.lineapelle-fair.it/,2024-02-20,3,"Fiera Milano, Rho",Milan,Italy
HOME DECOR 2024,"Textiles, Table and Kitchen, Light, Interior Design",Public,once a year,homedecorr@grupamtp.pl,http://www.homedecor.pl/en,2024-02-20,4,Poznan Congress Center,Poznan,Poland
EUROHORSE 2024,Equestrian Fair. Everything for the Horse and Rider,Public,once a year,eurohorse@swefair.se,http://www.eurohorse.se/,2024-02-22,4,Svenska Mässan - Swedish Exhibition & Congress Centre,Gothenburg,Sweden
INTERNATIONAL RAILWAY SUMMIT 2024,"International Railway Summit is a meeting of the world’s key rail sector buyers and carefully selected technical experts. Buyers’ project requirements are matched with experts’ solutions, which leads to 25-minute one-to-one consultation meetings",Public,once a year,hello@irits.org,http://www.irits.org/,2024-02-20,3,Paris,Paris,France
THE HARDWARE SHOW 2024,"Trade Show dedicated to Home, Garden, Build & DIY hardware",Public,every 2 years,info@eventhaus.ie,http://www.haishow.ie/,2024-02-18,2,Citywest Conference & Golf Resort,Dublin,Ireland
VDA TECHNICAL CONGRESS 2024,"Automotive Technical Congress. VDA TECHNICAL CONGRESS is dedicated to Environment, Energy and Electric Mobility, Vehicle Safety and Vehicle Electronics",Public,every 2 years,congress@vda.de,http://www.vda.de/en/news/events/technical-congress-,2024-02-20,2,bcc Berliner Congress Center,Berlin,Germany
MIFUR '2024,"International Leather & Furs Exhibition. From the tannery services to leather, finished garment accessories and machinery",Public,twice a year,info@mifur.com,http://www.mifur.com/index_eng.asp,2024-02-18,4,"Fiera Milano, Rho",Milan,Italy
DIDACTA KÖLN 2024,Didacta is the leading trade fair and continuing education event for the entire education sector. From early childhood development and vocational training to lifelong learning,Public,every 3 years,info@koelnmesse.de,http://www.didacta-koeln.de/,2024-02-20,5,Exhibition Centre Cologne,Cologne,Germany
R + T 2024,"International Trade Fair for Roller Shutters, Doors/Gates and Sun Protection",Public,every 2 years,info@messe-stuttgart.de,http://www.messe-stuttgart.de/r-t,2024-02-19,5,New Stuttgart Trade Fair Centre,Stuttgart,Germany
ASIA APPAREL EXPO 2024,"Apparel sourcing event for Europe (direct from Asia). ASIA APPAREL EXPO attracts Brand Manufacturers, Trading Companies, Wholesalers, Multiple Retailers, Chain Stores, Department Stores, Agents, Designers, Private LabelsBuying Offices",Public,once a year,cs@asiaapparelexpo.com,http://www.asiaapparelexpo.com/en-index.php,2024-02-19,3,Messegelände Berlin,Berlin,Germany
WORLD WATER-TECH INNOVATION SUMMIT 2024,"The World Water-Tech Innovation Summit is the place where deals are made and new partnerships formed between leaders of major utilities and municipalities, industrial end users, engineering firms, technology giants and start-ups, and investors",Public,once a year,info@rethinkevents.com,http://worldwatertechinnovation.com/,2024-02-20,2,The Tower Hotel London,London,UK - United Kingdom
PUMPS & VALVES DORTMUND 2024,"Trade fair for industrial pumps, fittings & processes",Public,once a year,Markus.Ruehl@easyfairs.com,http://www.pumpsvalves-dortmund.de/,2024-02-21,2,Exhibition Centre Dortmund,Dortmund,Germany
BATIBOUW 2024,"Batibouw is the Belgian exhibition, with a national and international vocation, for construction, renovation and interior design",Public,once a year,info@batibouw.com,http://www.batibouw.com/en,2024-02-20,6,Brussels Exhibition Centre,Brussels,Belgium
MÖTEN & EVENTS SWEDEN 2024,"Nordic's largest trade show within the meeting- and event industry. Möten & Events is the perfect place of inspiration for you who book and organize meetings, events and business travel",Public,once a year,scandinavia@easyfairs.com,http://motenevents.se/,2024-02-21,2,Kista Mässan,Stockholm,Sweden
